# x (um) | y (um) | cumulative probability 
-1.0000 -0.1700 1.131263e-08
-1.0000 -0.1650 2.832110e-08
-1.0000 -0.1600 5.105825e-08
-1.0000 -0.1550 7.946937e-08
-1.0000 -0.1500 1.135359e-07
-1.0000 -0.1450 1.533245e-07
-1.0000 -0.1400 1.992569e-07
-1.0000 -0.1350 2.516394e-07
-1.0000 -0.1300 3.105260e-07
-1.0000 -0.1250 3.759928e-07
-1.0000 -0.1200 4.481471e-07
-1.0000 -0.1150 5.269987e-07
-1.0000 -0.1100 6.124539e-07
-1.0000 -0.1050 7.042301e-07
-1.0000 -0.1000 8.022777e-07
-1.0000 -0.0950 9.064720e-07
-1.0000 -0.0900 1.016114e-06
-1.0000 -0.0850 1.131004e-06
-1.0000 -0.0800 1.250991e-06
-1.0000 -0.0750 1.375260e-06
-1.0000 -0.0700 1.503293e-06
-1.0000 -0.0650 1.634914e-06
-1.0000 -0.0600 1.769386e-06
-1.0000 -0.0550 1.905802e-06
-1.0000 -0.0500 2.043962e-06
-1.0000 -0.0450 2.183364e-06
-1.0000 -0.0400 2.322716e-06
-1.0000 -0.0350 2.461796e-06
-1.0000 -0.0300 2.600345e-06
-1.0000 -0.0250 2.736925e-06
-1.0000 -0.0200 2.871203e-06
-1.0000 -0.0150 3.002991e-06
-1.0000 -0.0100 3.131273e-06
-1.0000 -0.0050 3.255486e-06
-1.0000 0.0000 3.375473e-06
-1.0000 0.0050 3.490642e-06
-1.0000 0.0100 3.600351e-06
-1.0000 0.0150 3.704475e-06
-1.0000 0.0200 3.802773e-06
-1.0000 0.0250 3.894717e-06
-1.0000 0.0300 3.980216e-06
-1.0000 0.0350 4.059236e-06
-1.0000 0.0400 4.131583e-06
-1.0000 0.0450 4.197219e-06
-1.0000 0.0500 4.256184e-06
-1.0000 0.0550 4.308699e-06
-1.0000 0.0600 4.354871e-06
-1.0000 0.0650 4.394781e-06
-1.0000 0.0700 4.428872e-06
-1.0000 0.0750 4.457564e-06
-1.0000 0.0800 4.480911e-06
-1.0000 0.0850 4.498819e-06
-1.0000 0.0900 4.511116e-06
-1.0000 0.0950 4.517802e-06
-1.0000 0.1000 4.519707e-06
-1.0000 0.1050 4.519707e-06
-1.0000 0.1100 4.519707e-06
-1.0000 0.1150 4.519707e-06
-1.0000 0.1200 4.519707e-06
-1.0000 0.1250 4.519707e-06
-1.0000 0.1300 4.519707e-06
-1.0000 0.1350 4.519707e-06
-1.0000 0.1400 4.519707e-06
-1.0000 0.1450 4.519707e-06
-1.0000 0.1500 4.519707e-06
-1.0000 0.1550 4.519707e-06
-1.0000 0.1600 4.519707e-06
-1.0000 0.1650 4.519707e-06
-1.0000 0.1700 4.519707e-06
-0.9950 -0.1700 4.533068e-06
-0.9950 -0.1650 4.553161e-06
-0.9950 -0.1600 4.580025e-06
-0.9950 -0.1550 4.613595e-06
-0.9950 -0.1500 4.653850e-06
-0.9950 -0.1450 4.700866e-06
-0.9950 -0.1400 4.755143e-06
-0.9950 -0.1350 4.817045e-06
-0.9950 -0.1300 4.886633e-06
-0.9950 -0.1250 4.963998e-06
-0.9950 -0.1200 5.049267e-06
-0.9950 -0.1150 5.142452e-06
-0.9950 -0.1100 5.243442e-06
-0.9950 -0.1050 5.351902e-06
-0.9950 -0.1000 5.467773e-06
-0.9950 -0.0950 5.590912e-06
-0.9950 -0.0900 5.720487e-06
-0.9950 -0.0850 5.856263e-06
-0.9950 -0.0800 5.998067e-06
-0.9950 -0.0750 6.144929e-06
-0.9950 -0.0700 6.296239e-06
-0.9950 -0.0650 6.451791e-06
-0.9950 -0.0600 6.610715e-06
-0.9950 -0.0550 6.771930e-06
-0.9950 -0.0500 6.935209e-06
-0.9950 -0.0450 7.099958e-06
-0.9950 -0.0400 7.264644e-06
-0.9950 -0.0350 7.429008e-06
-0.9950 -0.0300 7.592749e-06
-0.9950 -0.0250 7.754157e-06
-0.9950 -0.0200 7.912843e-06
-0.9950 -0.0150 8.068592e-06
-0.9950 -0.0100 8.220194e-06
-0.9950 -0.0050 8.366984e-06
-0.9950 0.0000 8.508782e-06
-0.9950 0.0050 8.644886e-06
-0.9950 0.0100 8.774534e-06
-0.9950 0.0150 8.897582e-06
-0.9950 0.0200 9.013746e-06
-0.9950 0.0250 9.122399e-06
-0.9950 0.0300 9.223435e-06
-0.9950 0.0350 9.316813e-06
-0.9950 0.0400 9.402306e-06
-0.9950 0.0450 9.479868e-06
-0.9950 0.0500 9.549544e-06
-0.9950 0.0550 9.611599e-06
-0.9950 0.0600 9.666158e-06
-0.9950 0.0650 9.713315e-06
-0.9950 0.0700 9.753595e-06
-0.9950 0.0750 9.787496e-06
-0.9950 0.0800 9.815079e-06
-0.9950 0.0850 9.836235e-06
-0.9950 0.0900 9.850759e-06
-0.9950 0.0950 9.858652e-06
-0.9950 0.1000 9.860880e-06
-0.9950 0.1050 9.860880e-06
-0.9950 0.1100 9.860880e-06
-0.9950 0.1150 9.860880e-06
-0.9950 0.1200 9.860880e-06
-0.9950 0.1250 9.860880e-06
-0.9950 0.1300 9.860880e-06
-0.9950 0.1350 9.860880e-06
-0.9950 0.1400 9.860880e-06
-0.9950 0.1450 9.860880e-06
-0.9950 0.1500 9.860880e-06
-0.9950 0.1550 9.860880e-06
-0.9950 0.1600 9.860880e-06
-0.9950 0.1650 9.860880e-06
-0.9950 0.1700 9.860880e-06
-0.9900 -0.1700 9.876288e-06
-0.9900 -0.1650 9.899466e-06
-0.9900 -0.1600 9.930458e-06
-0.9900 -0.1550 9.969187e-06
-0.9900 -0.1500 1.001563e-05
-0.9900 -0.1450 1.006987e-05
-0.9900 -0.1400 1.013249e-05
-0.9900 -0.1350 1.020392e-05
-0.9900 -0.1300 1.028421e-05
-0.9900 -0.1250 1.037347e-05
-0.9900 -0.1200 1.047185e-05
-0.9900 -0.1150 1.057937e-05
-0.9900 -0.1100 1.069590e-05
-0.9900 -0.1050 1.082104e-05
-0.9900 -0.1000 1.095473e-05
-0.9900 -0.0950 1.109682e-05
-0.9900 -0.0900 1.124633e-05
-0.9900 -0.0850 1.140299e-05
-0.9900 -0.0800 1.156661e-05
-0.9900 -0.0750 1.173606e-05
-0.9900 -0.0700 1.191065e-05
-0.9900 -0.0650 1.209013e-05
-0.9900 -0.0600 1.227351e-05
-0.9900 -0.0550 1.245952e-05
-0.9900 -0.0500 1.264792e-05
-0.9900 -0.0450 1.283802e-05
-0.9900 -0.0400 1.302804e-05
-0.9900 -0.0350 1.321768e-05
-0.9900 -0.0300 1.340662e-05
